symbol,symbol_raw,name,type,exchange
DXCO3F.SA,DXCO3F,Dexco SA,stock,
ZAMP3F.SA,ZAMP3F,ZAMP SA,stock,
ENJU3F.SA,ENJU3F,Enjoei SA,stock,
E1CO34.SA,E1CO34,Ecopetrol SA ADR Unsponsored Brazilian Depositary Receipt Repr 0.5 ADR,bdr,
NUIF11.SA,NUIF11,NU Infra Fundo de Investimento em Cotas Incentivado em Infraestrutura Renda Fixa Credito Privado,fund,
SBFG3F.SA,SBFG3F,Grupo SBF S.A.,stock,
VXXV11.SA,VXXV11,VX XVI Fundo de Investimento Imobiliario,fund,
MCEM11.SA,MCEM11,Merito Cemiterios FII Fundo de Investimento Imobiliario,fund,
HLOG11.SA,HLOG11,Hedge Logistica Fundo de Investimento Imobiliario,fund,
UTEC11.SA,UTEC11,Trend ETF Bloomberg US 3000 Technology Classe De Indice - Responsabilidade Limitada,fund,
AMAR3F.SA,AMAR3F,Marisa Lojas S.A.,stock,
OXYP34.SA,OXYP34,Occidental Petroleum Corp Shs Unsponsored Brazilian Depository Receipt Repr 0.1666667 Sh,bdr,
JSLG3F.SA,JSLG3F,JSL S.A.,stock,
P2AT34.SA,P2AT34,"UiPath, Inc. Shs A Unsponsored Brazilian Depositary Receipt Repr 0.125 Sh A",bdr,
PLAS3.SA,PLAS3,Plascar Participacoes Industriais S.A.,stock,
BEES4.SA,BEES4,Banestes SA Banco do Estado do Espirito Santo Pfd,stock,
BOBR4.SA,BOBR4,Bombril S.A.Non-Cum Perp Pfd Registered Shs,stock,
GSHP3.SA,GSHP3,General Shopping e Outlets do Brasil S.A.,stock,
MNPR3.SA,MNPR3,Minupar Participacoes S.A.,stock,
WSEC11.SA,WSEC11,Warren Securities Fundo de Investimento Imobiliario,fund,
GLDX11.SA,GLDX11,Investo ETF Global Agribusiness Fundo de Investimento de Indice,fund,
XPCM11.SA,XPCM11,XP Corporate Macae Fundo de Investimento Imobiliario FII Cotas,fund,
ETER3F.SA,ETER3F,Eternit S.A.,stock,
BXPO11.SA,BXPO11,Investo Marketvector Brazil Global Exposure ETF Fundo de Investimento de Indice,fund,
BKNG34.SA,BKNG34,Booking Holdings Inc. Shs Unsponsored Brazilian Depository Receipt Repr 0.0057143 Sh,bdr,
EMAE4F.SA,EMAE4F,EMAE-Empresa Metropolitana de Aguas e Energia SA Pfd Registered,stock,
IBCR11.SA,IBCR11,Fundo de Investimento Imobiliario de CRI Integral Brei,fund,
ALPA3.SA,ALPA3,Alpargatas SA,stock,
ENMT3.SA,ENMT3,Energisa Mato Grosso - Distribuidora de Energia Sa,stock,
TELB3.SA,TELB3,Telecomunicacoes Brasileiras SA,stock,
FSRF11F.SA,FSRF11F,Fiset Fl Ref Pfd,fund,
SMAC11.SA,SMAC11,IT Now Small Cap Fundo de Indice,fund,
CCTY3F.SA,CCTY3F,Belora RDVC City Desenvolvimento Imobiliario S.A.,stock,
TECX11.SA,TECX11,Bindex ETF Connect China AMC Chinext Fundo De Indice - Responsabilidade Limitada,fund,
SEQR11.SA,SEQR11,Sequoia III Renda Imobiliaria Fundo de Investimento Imobiliario,fund,
AERI3F.SA,AERI3F,Aeris Industria e Comercio de Equipamentos para Geracao deEnergia S.A.,stock,
LUXM4F.SA,LUXM4F,Trevisa Investimentos SA Pfd,stock,
BNDX11.SA,BNDX11,Investo Bloomberg Global Bond ETF Fundo de Investimento de Indice - Investimento no Exterior,fund,
F2RS34.SA,F2RS34,"Freshworks, Inc. Shs A Unsponsored Brazilian Depositary Receipt Repr 0.3333 Sh A",bdr,
BIVB39.SA,BIVB39,iShares Core S&P 500 ETF Unsponsored Brazilian Depositary Receipt Repr 0.025 Sh,bdr,
SMAB11.SA,SMAB11,BTG Pactual Smll B3 Fundo de Indice,fund,
C2GN34.SA,C2GN34,Cognex Corp Shs Unsponsored Brazilian Depositary Receipt Repr 0.125 Sh,bdr,
Z1OM34.SA,Z1OM34,"Zoom Communications, Inc. Shs A Unsponsored Brazilian Depositary Receipt Repr 0.04 Sh A",bdr,
FRAS3F.SA,FRAS3F,Fras-Le S.A.,stock,
LIGT3F.SA,LIGT3F,Light S.A.,stock,
TRIS3F.SA,TRIS3F,Trisul S.A.,stock,
PRNR3F.SA,PRNR3F,Priner Servicos Industriais SA,stock,
DVFF11.SA,DVFF11,Fundo de Investimento Imobiliario Devant Fundo de Fundos Imobiliarios,fund,
COCE5.SA,COCE5,Companhia Energetica do Ceara-COELCE Pfd A,stock,
BGRB11.SA,BGRB11,BGR B32 Fundo de Investimento Imobiliario,fund,
EDGA11.SA,EDGA11,Fundo De Investimento Imobiliario - FII Edificio Galeria Responsabilidade Limitada Cotas,fund,
ISET11.SA,ISET11,Itau Isento Set28 Fundo De Investimento Em Cotas De FII Financeiro Em Infraestrutura RF RL,fund,
PEPB34.SA,PEPB34,"PepsiCo, Inc. Shs Unsponsored Brazilian Depository Receipt Repr 0.0666667 Sh",bdr,
DEXP3F.SA,DEXP3F,Dexxos Participacoes SA,stock,
USIM3F.SA,USIM3F,Usinas Siderurgicas de Minas Gerais SA-Usiminas,stock,
HRDF11.SA,HRDF11,Hedge Realty Development Fundo de Investimento Imobiliario,fund,
VIVR3F.SA,VIVR3F,Viver Incorporadora e Construtora S.A.,stock,
FIIB11.SA,FIIB11,Fundo de Investimento Industrial do Brasil Cotas,fund,
NEWL11.SA,NEWL11,Newport Logistica Fundo de Investimento Imobiliario,fund,
K1MX34.SA,K1MX34,"CarMax, Inc. Unsponsored Brazilian Depositary Receipt Repr 0.5 Sh",bdr,
BEWC39.SA,BEWC39,iShares MSCI Canada ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.25 Sh,bdr,
NSLU11.SA,NSLU11,Fundo de Investimento Imobiliario FII Hospital da Nossa Senhora de Lourdes Responsabilidade Limitada Fund,fund,
KNRE11.SA,KNRE11,Kinea II Real Estate Equity Fundo de Investimento Imobiliario Cotas,fund,
D1EL34.SA,D1EL34,"Dell Technologies, Inc. C Unsponsored Brazilian Depositary Receipt Repr 1 Sh",bdr,
BAZA3F.SA,BAZA3F,Banco da Amazonia S.A.,stock,
BSLI3.SA,BSLI3,BRB Banco de Brasilia SA,stock,
CCTY3.SA,CCTY3,Belora RDVC City Desenvolvimento Imobiliario S.A.,stock,
CTKA4.SA,CTKA4,Karsten S.A.Non-Cum Perp Pfd Registered Shs,stock,
BMEB3.SA,BMEB3,BCO Mercantil do Brasil SA,stock,
UNIP5.SA,UNIP5,Unipar Carbocloro SA Pfd Class A,stock,
GGPS3F.SA,GGPS3F,GPS Participacoes e Empreendimentos SA,stock,
PNVL3F.SA,PNVL3F,Dimed S.A. Distribuidora de Medicamentos,stock,
CLSC4F.SA,CLSC4F,Centrais Eletricas de Santa Catarina SA Pfd,stock,
T1TW34.SA,T1TW34,"Take-Two Interactive Software, Inc. Unsponsored Brazilian Depositary Receipt Repr 0.25 Sh",bdr,
FLRP11.SA,FLRP11,Hedge Floripa Shopping Fundo de Investimento Imobiliario,fund,
W2YF34.SA,W2YF34,"Wayfair, Inc. Unsponsored Brazilian Depositary Receipt Repr 0.02857 Sh -A-",bdr,
RNEW4F.SA,RNEW4F,Renova Energia S.A. Pfd,stock,
CSUD3F.SA,CSUD3F,CSU Digital SA,stock,
REVE11.SA,REVE11,It Now Russell 1000 Green Revenues 50 Fundo de Indice,fund,
COPH34.SA,COPH34,ConocoPhillips Shs Unsponsored Brazilian Depositary Receipt Repr 0.083333333 Sh,bdr,
CASA11.SA,CASA11,Buena Vista Neos Real Estate High Income Index Fundo de Indice Responsabilidade Limitada,fund,
BLAK34.SA,BLAK34,"BlackRock, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.01515152 Sh",bdr,
CVSH34.SA,CVSH34,CVS Health Corp Shs Unsponsored Brazilian Depository Receipt Repr 0.1 Sh,bdr,
RBIF11.SA,RBIF11,Rio Bravo ESG Fundo de Investimento em Cotas de Fundos Incentivados de Investimento em Infraestr Renda Fixa Cred Priv,fund,
SMRT11.SA,SMRT11,Fundo de Investimento em Cotas de Fundo de Investimento em Direitos Creditorios,fund,
FLMA11.SA,FLMA11,Fundo Invest Imobiliario Continental Square Faria Lima,fund,
DESK3F.SA,DESK3F,Desktop SA,stock,
DASA3F.SA,DASA3F,Diagnosticos da America S.A.,stock,
EXES11.SA,EXES11,Exes Fundo de Investimento Imobiliario,fund,
HAGA3.SA,HAGA3,Haga SA Industria e Comercio,stock,
WHRL3.SA,WHRL3,Whirlpool S.A.,stock,
MAXR11.SA,MAXR11,Fundo de Investimento Imobiliario - FII Max Retail Cotas,fund,
MATB11.SA,MATB11,IT NOW IMAT Fundo de Indice Cotas,fund,
GOAU3F.SA,GOAU3F,Metalurgica Gerdau S.A.,stock,
CXAG11.SA,CXAG11,Fundo de Investimento Imobiliario Caixa Agencias,fund,
META11.SA,META11,Hashdex Crypto Metaverse Index Fund,fund,
DIVS11.SA,DIVS11,Sparta Infra Inflacao Longa Infraestrutura Fundo de Investimento em Cotas De Fundos de Investimento em Infraestrutura RF,fund,
BIDB11.SA,BIDB11,Inter Infra Fundo de Investimento em Cotas de Fundos Incentivados de Investimento em Infraestrutura Ren Fix Cred Priv,fund,
BURA39.SA,BURA39,Global X Uranium ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.333333 Sh,bdr,
PORT3F.SA,PORT3F,Wilson Sons Holdings Brasil SA,stock,
JNJB34.SA,JNJB34,Johnson & Johnson Shs Unsponsored Brazilian Depository Receipt Repr 0.0666667 Sh,bdr,
E2NP34.SA,E2NP34,"Enphase Energy, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.04 Sh",bdr,
S2NW34.SA,S2NW34,"Snowflake, Inc. Shs A Unsponsored Brazilian Depositary Receipt Repr 0.025 Sh A",bdr,
ISAE3F.SA,ISAE3F,Isa Energia Brasil SA,stock,
BOVS11.SA,BOVS11,Safra Ibovespa Fundo de Indice ETF,fund,
BEES4F.SA,BEES4F,Banestes SA Banco do Estado do Espirito Santo Pfd,stock,
BRST3F.SA,BRST3F,Brisanet Servicos de Telecomunicacoes S.A.,stock,
SRNA3F.SA,SRNA3F,Serena Energia SA,stock,
S2FM34.SA,S2FM34,"Sprouts Farmers Market, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.3333333 Sh",bdr,
CEDO4.SA,CEDO4,Cia. de Fiacao e Tecidos Cedro e Cachoeira Pfd,stock,
DOHL4.SA,DOHL4,Dohler SA Comercio e Industria Pfd,stock,
PTNT3.SA,PTNT3,Pettenati S.A. Industria Textil,stock,
W1DC34.SA,W1DC34,Western Digital Corporation Unsponsored Brazilian Depositary Receipt Repr 1 Sh,bdr,
C2OL34.SA,C2OL34,Grupo Cibest S.A. ADR Unsponsored Brazilian Depositary Receipt Repr 0.25 ADR,bdr,
NGRD3F.SA,NGRD3F,Neogrid Participacoes SA,stock,
WHRL4F.SA,WHRL4F,Whirlpool SA Pfd,stock,
HBSA3F.SA,HBSA3F,Hidrovias do Brasil SA,stock,
CMDB11.SA,CMDB11,BTG Pactual Teva Acoes Commodities Brasil Fundo de Indice,fund,
MEAL3F.SA,MEAL3F,International Meal Company Alimentacao SA,stock,
PIBB11.SA,PIBB11,It Now PIBB IBrX-50 Fundo de Indice,fund,
XPID11.SA,XPID11,XP Fundo de Investimento em Cotas de Fundos Incentivados de Investimento em Infraestrutura Renda Fixa,fund,
SVAL11.SA,SVAL11,Investo ETF S&P Smallcap 600 Value FDI,fund,
Z1TS34.SA,Z1TS34,"Zoetis, Inc. Shs Unsponsored Brazilian Depository Receipt Repr 0.0625 Sh",bdr,
BCHI39.SA,BCHI39,iShares MSCI China ETF Unsponsored Brazilian Depositary Receipt Repr 0.125 Sh,bdr,
BIAG39.SA,BIAG39,iShares Core International Aggregate Bond ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.2 Sh,bdr,
DOLB11.SA,DOLB11,BTG Pactual Reference S&P/B3 Cambial Fundo De Indice,fund,
TRXY11.SA,TRXY11,TRX Hedge Fund Fundo de Investimento Imobiliario Responsabilidade Limitada,fund,
A1LB34.SA,A1LB34,Albemarle Corporation Shs Unsponsored Brazilian Depositary Receipt Repr 0.04166667 Sh,bdr,
BNFS11.SA,BNFS11,Banrisul Novas Fronteiras Fundo de Investimento Imobiliario - FII Cotas,fund,
BIYF39.SA,BIYF39,iShares US Financials ETF Unsponsored Brazilian Depositary Receipt Repr 0.067 Sh,bdr,
EALT3.SA,EALT3,Electro Aco Altona SA,stock,
CEEB3.SA,CEEB3,Companhia de Electricidade do Estado da Bahia - COELBA,stock,
CGRA3.SA,CGRA3,Grazziotin S.A.,stock,
MGEL4.SA,MGEL4,Mangels Industrial SA Pfd Shs,stock,
X1YZ34.SA,X1YZ34,"Block, Inc. Shs A Unsponsored Brazilian Depositary Receipt Repr 0.04 Sh A",bdr,
MTSA4.SA,MTSA4,Metisa Metalurgica Timboense SA Pfd,stock,
BBRC11.SA,BBRC11,BB Renda Corporativa Fundo de Investimento Imobiliario Cotas,fund,
ALPA4F.SA,ALPA4F,Alpargatas SA Pfd,stock,
RNEW3F.SA,RNEW3F,Renova Energia S.A.,stock,
ABTT34.SA,ABTT34,Abbott Laboratories Shs Unsponsored Brazilian Depository Receipts Repr 0.083333333 S,bdr,
ESPA3F.SA,ESPA3F,MPM Corporeos SA,stock,
ENGI4F.SA,ENGI4F,Energisa SA Pfd Shs Non-Voting,stock,
MGHT11.SA,MGHT11,Fundo de Investimento Imobiliario Mogno Hoteis,fund,
OIBR4F.SA,OIBR4F,Oi S.A.Non-Cum Perp Pfd Registered Shs,stock,
ENDD11.SA,ENDD11,Endurance Debt Fundo de Investimento em Participacoes em Infraestrutura,fund,
A2RR34.SA,A2RR34,Arrowhead Pharmaceuticals Inc Unsponsored Brazilian Depositary Receipt Repr 0.125 Sh,bdr,
AXPB34.SA,AXPB34,American Express Co Shs Unsponsored Brazilian Depository Receipt Repr 0.1 Sh,bdr,
ENGI3F.SA,ENGI3F,Energisa SA,stock,
EDFO11.SA,EDFO11,Fundo de Investimento Imobiliario Edificio Ourinvest Cotas,fund,
RNGO11.SA,RNGO11,Fundo de Investimento Imobiliario Rio Negro - FII Cotas,fund,
BIZD11.SA,BIZD11,Investo Mvisrus Business Development Companies Index ETF Fundo De Indice,fund,
ATTB34.SA,ATTB34,AT&T Inc Shs Unsponsored Brazilian Depository Receipt Repr 0.33334 Sh,bdr,
B1IL34.SA,B1IL34,"Bilibili, Inc. ADR Unsponsored Brazilian Depositary Receipt Repr 0.2 ADR",bdr,
RYTT34.SA,RYTT34,RTX Corporation Shs Unsponsored Brazilian Depositary Receipt Repr 0.166666667 Sh,bdr,
JPPA11.SA,JPPA11,JPP Allocation Mogno - Fundo de Investimento Imobiliario,fund,
AALL34.SA,AALL34,American Airlines Group Inc. Shs Unsponsored Brazilian Depository Receipt Repr 1 Sh,bdr,
ABCP11.SA,ABCP11,Fundo de Investimento Imobiliario Grand Plaza Shopping Cotas,fund,
RAPT3F.SA,RAPT3F,Randoncorp S.A.,stock,
WEST3F.SA,WEST3F,Westwing Comercio Varejista SA,stock,
BIVE39.SA,BIVE39,iShares S&P 500 Value ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.166666667 Sh,bdr,
JPPC11.SA,JPPC11,JPP Capital Fundo de Investimento Imobiliario - FII Cotas,fund,
RCRI11.SA,RCRI11,Real Investor Recebiveis Imobiliarios Fundo de Investimento Imobiliario Responsabilidade Limitada,fund,
OPCT3F.SA,OPCT3F,OceanPact Servicos Maritimos SA,stock,
ACWX39.SA,ACWX39,iShares MSCI ACWI ex US ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.16666666 Sh,bdr,
RZLC11.SA,RZLC11,Riza Lecci Fundo de Investimento Imobiliario Responsabilidade Senior,fund,
CGRA4F.SA,CGRA4F,Grazziotin S.A. Pfd,stock,
ITIP11.SA,ITIP11,Inter Teva Indice de Papel Fundo de Investimento Imobiliario,fund,
FDMO34.SA,FDMO34,Ford Motor Company Shs Unsponsored Brazilian Depository Receipt Repr 1 Sh,bdr,
BIYT39.SA,BIYT39,iShares 7-10 Year Treasury Bond ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.1 Sh,bdr,
HPQB34.SA,HPQB34,HP Inc. Shs Unsponsored Brazilian Depository Receipts Repr 1 Sh,bdr,
IRIM11.SA,IRIM11,Iridium Fundo de Investimento Imobiliario,fund,
ALUP3F.SA,ALUP3F,Alupar Investimento SA,stock,
PHIP11.SA,PHIP11,Phronesis Teva Ipca Dynamic Yield Selection Fundo de Indice Responsabilidade Limitada,fund,
PFRM3F.SA,PFRM3F,Profarma Distribuidora de Produtos Farmaceuticos SA,stock,
RRCI11.SA,RRCI11,RB Capital Recebiveis Imobiliarios Fundo de Investimento Imobiliario,fund,
LVOL11.SA,LVOL11,NU Ibov Smart Low Volatility B3 Classe De Indice - Responsabilidade,fund,
RMAI11.SA,RMAI11,Reag Multi Ativos Imobiliarios Fundo de Invest imento Imobiliario,fund,
BOVB11.SA,BOVB11,BOVB - ETF Bradesco IBovespa Fundo De Indice,fund,
SPTW11.SA,SPTW11,SP Downtown Fundo de Investimento Imobiliario - FII Cotas,fund,
T1AL34.SA,T1AL34,TAL Education Group ADR A Unsponsored BDR,bdr,
RDNI3F.SA,RDNI3F,Rodobens Negocios Imobiliarios S.A.,stock,
ENMT4.SA,ENMT4,Energisa Mato Grosso - Distribuidora de Energia Sa Pfd Shs,stock,
BGIP4.SA,BGIP4,Banco do Estado de Sergipe SA - Banese Non-Cum Perp Pfd Registered Shs,stock,
HBTS5.SA,HBTS5,Cia Habitasul de Participacoes Pfd A,stock,
EPAR3.SA,EPAR3,Embpar Participacoes SA,stock,
TEXA34.SA,TEXA34,Texas Instruments Incorporated Shs Unsponsored Brazilian Depository Receipt Repr 0.0666667 Sh,bdr,
TECN3F.SA,TECN3F,Technos S.A.,stock,
JOGO11.SA,JOGO11,Investo ETF Global Video Gaming & Esports Fundo de Investimento de Indice IE,fund,
TFCO4F.SA,TFCO4F,Track & Field Co SA Pfd Registered Shs,stock,
AALR3F.SA,AALR3F,Allianca Saude e Participacoes SA - ALLIAR,stock,
LSAG11.SA,LSAG11,Leste Fundo de Investimento nas Cadeias Produtivas Agroindustriais Fiagro Imobiliario,fund,
APTO11.SA,APTO11,Navi Residencial Fundo de Investimento Imobiliario,fund,
VTRU3F.SA,VTRU3F,"Vitru Brasil Empreendimentos, Participacoes e Comercio S.A.",stock,
INEP3F.SA,INEP3F,Inepar SA Industria e Construcoes,stock,
FDES11F.SA,FDES11F,Fundo Desenvolvimento Espirito Santo- FUNDES Cotas,fund,
PLCA11.SA,PLCA11,Patria Credito Agro Fundo de Investimento nas Cadeias Produtivas do Agronegocio Fiagro Responsabilidade Limitada,fund,
A1TT34.SA,A1TT34,Allstate Corporation Shs Unsponsored Brazilian Depositary Receipt Repr 0.04166667 Sh,bdr,
TMPS11.SA,TMPS11,Itau Tempus Fundo de Investimento Imobiliario,fund,
EQPA3F.SA,EQPA3F,Equatorial Para Distribuidora de Energia SA,stock,
VTLT11.SA,VTLT11,Fundo Investimento Imobiliario Votorantim Logistica,fund,
NAVT11.SA,NAVT11,Navi Imobiliario Total Return Fundos de Investimento Imobiliario,fund,
ELAS11.SA,ELAS11,Safra ETF Mulheres na Lideranca Fundo de Indice de Acoes,fund,
SPUB11.SA,SPUB11,Safra ETF Ibovespa Empresas Estatais Fundo de Indice Responsabilidade Limitada,fund,
SPVT11.SA,SPVT11,Safra ETF Ibovespa Empresas Privadas Fundo de Indice Responsabilidade Limitada,fund,
CAMB3F.SA,CAMB3F,Cambuci SA,stock,
RSID3F.SA,RSID3F,Rossi Residencial S.A.,stock,
EPAR3F.SA,EPAR3F,Embpar Participacoes SA,stock,
TRNT11.SA,TRNT11,Fundo de Investimento Imobiliario - FII Torre Norte Cotas,fund,
TRIG11.SA,TRIG11,ETF Trigono Teva Acoes Micro CAP Small CAP Fundo de Indice,fund,
BSOX39.SA,BSOX39,iShares Semiconductor ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.025 Sh,bdr,
DUOL34.SA,DUOL34,"Duolingo, Inc. Shs A UnSp Brazilian Depositary Receipt Repr 0.03125 Shs A",bdr,
BEWG39.SA,BEWG39,iShares MSCI Germany ETF Unsponsored Brazilian Depository Receipt Repr 0.333333 Sh,bdr,
CRPT11.SA,CRPT11,Empiricus Teva Criptomoedas TOP20 Fundo de Indice Investimento no Exterior,fund,
M1NS34.SA,M1NS34,Monster Beverage Corporation Shs Unsponsored Brazilian Depositary Receipt Repr 1 Sh,bdr,
CNIC34.SA,CNIC34,Canadian National Railway Co Shs Unsponsored Brazilian Depository Receipt Repr 0.04166667 Sh,bdr,
BMGB10.SA,BMGB10,Banco Bmg SA BMG Subscription Receipts For Pfd Shs,bdr,
INTU34.SA,INTU34,Intuit Corp Shs Unsponsored Brazilian Depository Receipt Repr 0.02272727 Sh,bdr,
SCPF11.SA,SCPF11,SCP Fundo de Investimento Imobiliario Cotas,fund,
N1TA34.SA,N1TA34,"NetApp, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 1 Sh",bdr,
PINE3F.SA,PINE3F,Banco PINE S.A.,stock,
SCAR3F.SA,SCAR3F,Sao Carlos Empreendimentos e Participacoes SA,stock,
U2PS34.SA,U2PS34,"Upstart Holdings, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.05 Sh",bdr,
INEP4F.SA,INEP4F,Inepar SA Industria e Construcoes Pfd,stock,
MSBR34.SA,MSBR34,Morgan Stanley Shs Unsponsored Brazilian Depository Receipts Repr 0.2 Sh,bdr,
HYBR11.SA,HYBR11,Nu iBoxx High Yield Hedge Carry BRL ETF,fund,
J2BL34.SA,J2BL34,Jabil Inc. Unsponsored Brazilian Depositary Receipt Repr 0.125 Sh,bdr,
RCSL3F.SA,RCSL3F,Recrusul SA,stock,
O1KT34.SA,O1KT34,"Okta, Inc. Shs A Unsponsored Brazilian Depositary Receipt Repr 0.05 Sh A",bdr,
CSED3F.SA,CSED3F,Cruzeiro do Sul Educacional SA,stock,
WHRL3F.SA,WHRL3F,Whirlpool S.A.,stock,
BAGG39.SA,BAGG39,iShares Core U.S. Aggregate Bond ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.1 Sh,bdr,
D1OW34.SA,D1OW34,"Dow, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.25 Sh",bdr,
S1TX34.SA,S1TX34,Seagate Technology Holdings PLC Shs Unsponsored Brazilian Depositary Receipt Repr 1 Sh,bdr,
PKIN11.SA,PKIN11,Bindex ETF Connect China Universal CSI 300 Fundo De Indice Responsabilidade Limitada,fund,
S1NP34.SA,S1NP34,"Synopsys, Inc. Unsponsored Brazilian Depositary Receipt Repr 0.25 Sh",bdr,
CHIP11.SA,CHIP11,Investo ETF US Listed Semiconductor 25 Index Fundo de Indice - Investimento no Exterior,fund,
CRPG5F.SA,CRPG5F,Tronox Pigmentos do Brasil SA Pfd Registered Shs A,stock,
KHCB34.SA,KHCB34,Kraft Heinz Company Shs Unsponsored Brazilian Depository Receipt Repr 0.25 Sh,bdr,
BPAC3F.SA,BPAC3F,Banco BTG Pactual SA,stock,
ALPK3F.SA,ALPK3F,Allpark Empreendimentos Participacoes e Servicos S.A.,stock,
PTBL3F.SA,PTBL3F,PBG S.A.Registered Shs,stock,
DAMA11.SA,DAMA11,Dama Fundo de Investimento Imobiliario Responsabilidade Limitada,fund,
SBUB34.SA,SBUB34,Starbucks Corporation Shs Unsponsored Brazilian Depository Receipts Repr 1 Sh,bdr,
VITT3F.SA,VITT3F,Vittia S.A.,stock,
JFLL11.SA,JFLL11,JFL Living Fundo de Iinvestimento Imobiliario,fund,
BDOM11.SA,BDOM11,Investo Marketvector Brazil Domestic Exposure ETF - Fundo de Investimento de Indice,fund,
CHME34.SA,CHME34,CME Group Inc Shs A Unsponsored Brazilian Depository Receipt Repr 1/4 Sh A,bdr,
GEPA4F.SA,GEPA4F,Rio Paranapanema Energia SA Pfd Registered,stock,
HBRE3F.SA,HBRE3F,HBR Realty Empreendimentos Imobiliarios SA,stock,
CLOV34.SA,CLOV34,Clover Health Investments Corp. Shs A Unsponsored Brazilian Depositary Receipt Repr 1 Sh A,bdr,
HGPO11.SA,HGPO11,Patria Prime Offices Fundo de Investimento Imobiliario Responsabilidade Limitada,fund,
C1MG34.SA,C1MG34,"Chipotle Mexican Grill, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.05 Sh",bdr,
HTEK11.SA,HTEK11,IT Now Morningstar XT US Healthcare Fundo de Indice,fund,
D2AS34.SA,D2AS34,"DoorDash, Inc. Unsponsored ADR Class A",bdr,
GPRK34.SA,GPRK34,GeoPark Ltd Shs Unsponsored Brazilian Depository Receipt Repr 1 Sh,bdr,
RVEE3.SA,RVEE3,Revee SA,stock,
PEAB3.SA,PEAB3,Cia de Participacoes Alianca da Bahia Registered,stock,
CRPG6.SA,CRPG6,Tronox Pigmentos do Brasil SA Pfd Registered Shs B,stock,
GEPA4.SA,GEPA4,Rio Paranapanema Energia SA Pfd Registered,stock,
NEXP3.SA,NEXP3,Nexpe Participacoes SA,stock,
MTSA4F.SA,MTSA4F,Metisa Metalurgica Timboense SA Pfd,stock,
FIXX11.SA,FIXX11,Buena Vista VII Fundo de Indice Classe Buena Vista Neos Enchanced Income 1-3 Month T-Bill Index Fundo de Indice Resp Lim,fund,
FOMO11.SA,FOMO11,HASHDEX CRYPTO MOMENTUM FUNDO DE INDICE,fund,
BCPX39.SA,BCPX39,Global X Copper Miners ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.2 Sh,bdr,
LVTC3F.SA,LVTC3F,Livetech da Bahia Industria e Comercio SA,stock,
REDE3F.SA,REDE3F,Rede Energia S.A.,stock,
TRAD3F.SA,TRAD3F,TC S.A.,stock,
IBOB11.SA,IBOB11,BTG Pactual B3 Ibovespa Fundo de Indice,fund,
TELB4F.SA,TELB4F,Telecomunicacoes Brasileiras SA - TELEBRAS Pref.,stock,
FIIP11.SA,FIIP11,Fundo de Investimento Imobiliario RB Capital Renda I Cotas,fund,
TPIS3F.SA,TPIS3F,TPI - Triunfo Participacoes e Investimentos SA,stock,
B1AM34.SA,B1AM34,Brookfield Corporation Shs A Unsponsored Brazilian Depository Receipt Repr 0.25 Sh A,bdr,
C1DN34.SA,C1DN34,"Cadence Design Systems, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 1/2 Sh",bdr,
BPAC5F.SA,BPAC5F,Banco BTG Pactual SA Pfd A,stock,
F1TN34.SA,F1TN34,"Fortinet, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 1/2 Sh",bdr,
PICE11.SA,PICE11,Patria Infraestrutura Energia Core Fundo de Investimento em Participacoes em Infraestrutura,fund,
GLOG11.SA,GLOG11,Genial Logistica Fundo de Investimento Imobiliario,fund,
PPLA11.SA,PPLA11,PPLA Participations Ltd Units Cons of 1 BDRs A + 2 BDRs B,fund,
T2RM34.SA,T2RM34,Trimble Inc Shs Unsponsored Brazilian Depositary Receipt Repr 0.1 Sh,bdr,
ALPA3F.SA,ALPA3F,Alpargatas SA,stock,
QQQQ11.SA,QQQQ11,Buena Vista V Fundo de Indice Classe Buena Vista Nasdaq-100 High Beta Index Fundo de Indice Responsabilidade Limitada,fund,
T1WL34.SA,T1WL34,"Twilio, Inc. Unsponsored Brazilian Depository Receipt Repr 0.04 Sh A",bdr,
WUNI34.SA,WUNI34,Western Union Company Shs Unsponsored Brazilian Depository Receipt Repr 1 Sh,bdr,
BEWY39.SA,BEWY39,iShares MSCI South Korea Capped ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.125 Sh,bdr,
