symbol,symbol_raw,name,type,exchange
STOC34.SA,STOC34,StoneCo Ltd. Unsponsored Brazilian Depositary Receipt Repr 1 Sh,bdr,
IB5M11.SA,IB5M11,IT Now IMA-B5+ Fundo de Indice,fund,
PTBL3.SA,PTBL3,PBG S.A.Registered Shs,stock,
GOLL54F.SA,GOLL54F,GOL Linhas Aereas Inteligentes S.A. Pfd,stock,
IVVB11.SA,IVVB11,iShares S&P 500 Fundo de Investimento em Cotas de Fundo de Indice - Investimento no Exterior,fund,
JCIN11.SA,JCIN11,FOF JHSF Capital Institucional - Fundo De Investimento Imobiliario,fund,
CPTR11.SA,CPTR11,Capitania Agro Strategies Fiagro Imobiliario,fund,
ITSA3.SA,ITSA3,Itausa SA,stock,
TGAR11.SA,TGAR11,Fundo de Investimento Imobiliario TG Ativo Real Cotas,fund,
RSID3.SA,RSID3,Rossi Residencial S.A.,stock,
USDB11.SA,USDB11,Investo Bloomberg US Bond ETF Fundo de Investimento de Indice - Investimento no Exterior,fund,
N1VO34.SA,N1VO34,Novo Nordisk A/S ADR B Unsponsored Brazilian Depositary Receipt Repr 0.125 ADR B,bdr,
GOAU3.SA,GOAU3,Metalurgica Gerdau S.A.,stock,
TSMC34.SA,TSMC34,"Taiwan Semiconductor Manufacturing Co., Ltd. ADR Unsponsored Brazilian Depository Receipt Repr 0.125 ADR",bdr,
VVMR11.SA,VVMR11,Fundo De Investimento Imobiliario Multi Renda Urbana,fund,
TAEE3.SA,TAEE3,Transmissora Alianca De Energia Eletrica S.A.,stock,
WALM34.SA,WALM34,Walmart Inc Shs Unsponsored Brazilian Depository Receipts Repr 0.0625 Sh,bdr,
PNPR11.SA,PNPR11,Panorama Properties Fundo de Investimento Imobiliario,fund,
B5P211.SA,B5P211,IT Now IMA-B5 P2 Fundo de Indice,fund,
PORD11.SA,PORD11,Polo Fundo de Investimento Imobiliario - Recebiveis Imobiliarios II - FII Cotas,fund,
TECN3.SA,TECN3,Technos S.A.,stock,
M1TA34.SA,M1TA34,Meta Platforms Inc Shs Unsponsored Brazilian Depository Receipts Repr 0.03571 Sh,bdr,
PMLL11.SA,PMLL11,Patria Malls Fundo de Investimento Imobiliario Responsabilidade Limitada,fund,
AJFI11.SA,AJFI11,AJ Malls Fundo de Investimento Imobiliario,fund,
LIFE11.SA,LIFE11,Life Capital Partners Fundo de Investimentos Imobiliarios 1,fund,
CCME11.SA,CCME11,Canuma Capital Multiestrategia Fundo de Investimento Imobiliario,fund,
MCCI11.SA,MCCI11,Fundo de Investimento Imobiliario Maua Capital Recebiveis Imobiliarios,fund,
LUXM4.SA,LUXM4,Trevisa Investimentos SA Pfd,stock,
XPLG11.SA,XPLG11,XP Log Fundo Investimento Imobiliario FII,fund,
HGLG11.SA,HGLG11,Patria Log - Fundo de Investimento Imobiliario - Responsabilidade Limitada Cotas,fund,
CACR11.SA,CACR11,Cartesia Recebiveis Imobiliarios Fundo de Investimento Imobiliario,fund,
HSML11.SA,HSML11,HSI Malls Fundo de Investimento Imobiliario,fund,
BIEU39.SA,BIEU39,iShares Core MSCI Europe ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.16667 Sh,bdr,
CSAN3F.SA,CSAN3F,Cosan S.A.,stock,
BRCO11.SA,BRCO11,Bresco - Fundo de Investimento Imobiliario,fund,
JSRE11.SA,JSRE11,JS Real Estate Multigestao-FII Cotas,fund,
HREC11.SA,HREC11,Hedge Recebiveis Fundo de Investimento Imobiliario,fund,
ARRI11.SA,ARRI11,Fundo de Investimento Imobiliario Atrio Reit Recebiveis,fund,
T2TD34.SA,T2TD34,"Trade Desk, Inc. Shs A Unsponsored Brazilian Depositary Receipt Repr 0.01 Sh A",bdr,
BBDC4F.SA,BBDC4F,Banco Bradesco SA Pfd,stock,
WEGE3F.SA,WEGE3F,WEG SA,stock,
WEST3.SA,WEST3,Westwing Comercio Varejista SA,stock,
RBRX11.SA,RBRX11,RBR Plus Multiestrategia Real Estate Fundo de Investimento Imobiliario,fund,
KNUQ11.SA,KNUQ11,Kinea Unique HY CDI Fundo de Investimento Imobiliario,fund,
GAME11.SA,GAME11,Fundo de Investimento Imobiliario Guardian Multiestrategia Imobiliaria I,fund,
AREA11.SA,AREA11,BTG Pactual Teva ITBR IPCA Rendimento Fundo de Indice ETF,fund,
A1MD34.SA,A1MD34,"Advanced Micro Devices, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.125 Sh",bdr,
PVBI11.SA,PVBI11,Patria - VBI Asset Management Ltda,fund,
INEP3.SA,INEP3,Inepar SA Industria e Construcoes,stock,
JURO11.SA,JURO11,Sparta Infra Fundo de Investimento em Cotas de Fundos Incentivados de Investimento em Infraestrut Renda Fixa Cred Priv,fund,
RBRY11.SA,RBRY11,Fundo de Investimento Imobiliario RBR Credito Imobiliario Estruturado Responsabilidade Limitada,fund,
CNES11.SA,CNES11,Cenesp Fundo de Investimento Imobiliario Responsabilidade Limitada Cotas,fund,
PMIS11.SA,PMIS11,PARAMIS HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIARIO - FII,fund,
VISC11.SA,VISC11,Vinci Shopping Centers Fundo de Investimento Imobiliario - FII Cotas,fund,
AAZQ11.SA,AAZQ11,AZ Quest Sole Fundo de Investimento Nas Cadeias Produtivas do Agronegocio - Fiagro - Imobiliario,fund,
BIOM3.SA,BIOM3,Biomm SA,stock,
AVLL3.SA,AVLL3,Alphaville SA,stock,
RNEW3.SA,RNEW3,Renova Energia S.A.,stock,
BRCR11.SA,BRCR11,Fundo de Investimento Imobiliario - FII BTG Pactual Corporate Office Fund Cotas,fund,
BMEB4.SA,BMEB4,BCO Mercantil do Brasil SA Pfd,stock,
CYCR11.SA,CYCR11,Cyrela Credito - Fundo de Investimento Imobiliario,fund,
ISAE4F.SA,ISAE4F,Isa Energia Brasil SA Non-Cum Perp Pfd Registered Shs,stock,
RECR11.SA,RECR11,Fundo de Investimento Imobiliario FII REC Recebiveis Imobiliarios,fund,
TASA3.SA,TASA3,Taurus Armas S.A.,stock,
KNRI11.SA,KNRI11,Kinea Renda Imobiliaria Fundo de Investimento Imobiliario - FII Cotas,fund,
PDTC3.SA,PDTC3,Padtec Holding SA,stock,
MGLU3F.SA,MGLU3F,Magazine Luiza S.A.,stock,
TCSA3F.SA,TCSA3F,Tecnisa S.A.,stock,
KNCA11.SA,KNCA11,Kinea Credito Agro Fiagro Imobiliario,fund,
ITUB4F.SA,ITUB4F,Itau Unibanco Holding SA Pfd,stock,
HGRU11.SA,HGRU11,Patria Renda Urbana Fundo de Investimento Imobiliario Responsabilidade Limitada,fund,
EMAE4.SA,EMAE4,EMAE-Empresa Metropolitana de Aguas e Energia SA Pfd Registered,stock,
GRUL11.SA,GRUL11,Icatu Vanguarda Gru Logistico Fundo de Investimento Imobiliario Responsabilidade Limitada,fund,
S1RP34.SA,S1RP34,"Sarepta Therapeutics, Inc. Shs Unsponsored Brazilian Depository Receipt Repr 0.05 Sh",bdr,
RBRR11.SA,RBRR11,Fundo de Investimento Imobiliario FII RBR Rendimento High Grade Responsabilidade Limitada,fund,
VCJR11.SA,VCJR11,Vectis Juros Real Fundo de Investimento Imobiliario,fund,
UNHH34.SA,UNHH34,Unitedhealth Group Inc Shs Unsponsored Brazilian Depository Receipt Repr 0.0142857 Sh,bdr,
USIM5F.SA,USIM5F,Usinas Siderurgicas de Minas Gerais SA-Usiminas Pfd A,stock,
LOGN3.SA,LOGN3,Log-In Logistica Intermodal SA,stock,
BITI11.SA,BITI11,IT Now Bloomberg Galaxy Bitcoin Fundo de Indice,fund,
DEVA11.SA,DEVA11,Devant Recebiveis Imobiliarios Fundo de Investimento Imobiliario,fund,
BDIF11.SA,BDIF11,BTG Pactual Divida Infra FI em Cotas de Fundos Incentivados de Investimento em Infra Rend Fix Cred Priv,fund,
RCSL3.SA,RCSL3,Recrusul SA,stock,
L1RC34.SA,L1RC34,Lam Research Corporation Shs Unsponsored Brazilian Depositary Receipt Repr 0.02272727 S,bdr,
CAMB3.SA,CAMB3,Cambuci SA,stock,
HGCR11.SA,HGCR11,CSHG Recebiveis Imobiliarios - Fundo de Investimento Imobiliario - FII Cotas,fund,
PRIO3F.SA,PRIO3F,Prio SA,stock,
CRPG5.SA,CRPG5,Tronox Pigmentos do Brasil SA Pfd Registered Shs A,stock,
XPSF11.SA,XPSF11,XP Selection Fundo de Fundos de Investimento Imobiliario - FII,fund,
SAPR4F.SA,SAPR4F,Companhia de Saneamento do Parana - Sanepar Non-Cum Perp Pfd Registered Shs,stock,
KNHF11.SA,KNHF11,Kinea Hedge Fund Fundo de Investimento Imobiliario,fund,
B3SA3F.SA,B3SA3F,"B3 SA - Brasil, Bolsa, Balcao",stock,
KEPL3F.SA,KEPL3F,Kepler Weber SA,stock,
BSLV39.SA,BSLV39,iShares Silver Trust Unsponsored Brazilian Depositary Receipt Repr 0.33333 Sh,bdr,
RIGG34.SA,RIGG34,Transocean Ltd. Shs Unsponsored Brazilian Depository Receipts Repr 1Sh,bdr,
VGIP11.SA,VGIP11,Valora CRI Indice de Preco Fundo de Investimento Imobiliario,fund,
VRTA11.SA,VRTA11,Fator Verita Fundo de Investimento Imobiliario - FII Cotas,fund,
SCAR3.SA,SCAR3,Sao Carlos Empreendimentos e Participacoes SA,stock,
VSLH11.SA,VSLH11,Versalhes Recebiveis Imobiliarios Fundo de Investimento Imobiliario,fund,
KLBN11F.SA,KLBN11F,Klabin SA Ctf de Deposito de Acoes Cons of 1 Sh + 4 Pfd Shs,fund,
PAGS34.SA,PAGS34,PagSeguro Digital Ltd. Shs A Unsponsored Brazilian Depositary Receipt Repr 0.2 Sh A,bdr,
HOFC11.SA,HOFC11,Hedge Office Income Fundo de Investimento Imobiliario,fund,
VRTM11.SA,VRTM11,Fator Verita Multiestrategia Fundo De Investimento Imobiliario,fund,
KORE11.SA,KORE11,Kinea Oportunidades Real Estate Fundo de Investimento Imobiliario,fund,
CPLE6F.SA,CPLE6F,Companhia Paranaense de Energia - COPEL Pfd Registered B,stock,
BIDU34.SA,BIDU34,"Baidu, Inc. ADR Unsponsored Brazilian Depository Receipt Repr 0.0714286 ADR",bdr,
TAEE11F.SA,TAEE11F,Transmissora Alianca De Energia Eletrica S.A. Unit,fund,
FYTO11.SA,FYTO11,FUNDO DE INVESTIMENTO IMOBILIARIO FYTO RECEBIVEIS IMOBILIARIOS,fund,
AGRX11.SA,AGRX11,Fundo de Investimento nas Cadeias Produtivas Agroindustriais Exes Araguaia Fiagro Imobiliario,fund,
IFRI11.SA,IFRI11,Itau Fundo de Investimento em Cotas de Fundos Incentivados de Investimento Financeiro em Infraestrutura CDI Renda Fixa,fund,
IBIT39.SA,IBIT39,IShares Bitcoin Trust Shs Unsponsored Brazilian Depositary Receipt Repr 0.333333333 Sh,bdr,
VAMO3F.SA,VAMO3F,"Vamos Locacao de Caminhoes, Maquinas e Equipamentos SA",stock,
AURE3F.SA,AURE3F,Auren Energia SA,stock,
LVBI11.SA,LVBI11,Patria - VBI Asset Management Ltda,fund,
KDIF11.SA,KDIF11,Kinea Infra Fundo Investimento Cotas Fundos Investimento Direitos Creditorios Infraestrutura,fund,
PSSA3F.SA,PSSA3F,Porto Seguro S.A.,stock,
PCIP11.SA,PCIP11,Patria Credito Imobiliario Indice de Precos Fundo de Investimento Imobiliario Responsabilidade Limitada,fund,
AZTE3F.SA,AZTE3F,Azevedo & Travassos Energia S.A,stock,
XPCI11.SA,XPCI11,XP Credito Imobiliario - Fundo De Investimento Imobiliario,fund,
VILG11.SA,VILG11,Vinci Logistica Fundo de Investimento Imobiliario - FII,fund,
ARGE11.SA,ARGE11,Investo Argentina Fundo de Indice,fund,
QQQI11.SA,QQQI11,Buena Vista Nasdaq-100 Neos High Income Etf,fund,
DEFI11.SA,DEFI11,Hashdex Defi Index Fundo de Indice,fund,
RPMG3.SA,RPMG3,Refinaria de Petroleos Manguinhos S.A.,stock,
KCRE11.SA,KCRE11,Kinea Creditas Fundo de Investimento Imobiliario,fund,
KNHY11.SA,KNHY11,Kinea High Yield CRI Fundo De Investimento Imobiliario - FII,fund,
IAAG11.SA,IAAG11,Inter Amerra Fiagro Imobiliario,fund,
TRBL11.SA,TRBL11,Fundo de Investimento Imobiliario Tellus Rio Bravo Renda Logidtica FII,fund,
BRAP4F.SA,BRAP4F,Bradespar SA Pfd,stock,
SPXI11.SA,SPXI11,It Now S&P500 TRN Fundo de Indice,fund,
LILY34.SA,LILY34,Eli Lilly & Co Shs Unsponsored Brazilian Depositary Receipt Repr 1/2 Sh,bdr,
IFRA11.SA,IFRA11,Itau Fundo de Investimento em Cotas de Fundos de Investimento em Direitos Creditorios de Infraestrutura,fund,
SHOW3.SA,SHOW3,T4F Entretenimento S.A.,stock,
CMIN3F.SA,CMIN3F,CSN Mineracao SA,stock,
WHRL4.SA,WHRL4,Whirlpool SA Pfd,stock,
KLBN3F.SA,KLBN3F,Klabin SA,stock,
VIUR11.SA,VIUR11,Vinci Imoveis Urbanos Fundo de Investimento Imobiliario,fund,
JHSF3F.SA,JHSF3F,JHSF Participacoes S.A.,stock,
RAPT3.SA,RAPT3,Randoncorp S.A.,stock,
PETR3F.SA,PETR3F,Petroleo Brasileiro SA,stock,
SNLG11.SA,SNLG11,Suno Log Fundo de Investimento Imobiliario,fund,
EMBR3F.SA,EMBR3F,Embraer S.A.,stock,
GGBR3.SA,GGBR3,Gerdau S.A.,stock,
EXXO34.SA,EXXO34,Exxon Mobil Corp Shs Unsponsored Brazilian Depository Receipts Repr 0.125 Sh,bdr,
MBRF3F.SA,MBRF3F,MBRF Global Foods Company S.A.,stock,
DIVO11.SA,DIVO11,IT NOW IDIV Fundo de Indice Cotas,fund,
RECV3F.SA,RECV3F,Petroreconcavo SA,stock,
BRBI11F.SA,BRBI11F,BRBI BR Partners S.A. Units Cons of 1 Sh and 2 Pfd Shs,fund,
EALT4.SA,EALT4,Electro Aco Altona SA Pfd,stock,
AALR3.SA,AALR3,Allianca Saude e Participacoes SA - ALLIAR,stock,
CSMG3F.SA,CSMG3F,Companhia de Saneamento de Minas Gerais,stock,
EGIE3F.SA,EGIE3F,ENGIE Brasil Energia S.A.,stock,
HIGH11.SA,HIGH11,NU Ibov Smart High Beta B3 Classe De Indice,fund,
RZAK11.SA,RZAK11,Riza Akin Fundo de Investimento Imobiliario,fund,
VIVT3F.SA,VIVT3F,Telefonica Brasil S.A.,stock,
BERK34.SA,BERK34,Berkshire Hathaway Inc. B Unsponsored Brazilian Depository Receipt Repr 0.05 Sh B,bdr,
C2OI34.SA,C2OI34,"Coinbase Global, Inc. Shs A Unsponsored Brazilian Depositary Receipt Repr 0.04 Sh A",bdr,
SPYI11.SA,SPYI11,Buena Vista US High Income ETF,fund,
TECK11.SA,TECK11,IT Now NYSE Fang Fundo de Indice,fund,
BAZA3.SA,BAZA3,Banco da Amazonia S.A.,stock,
MFII11.SA,MFII11,Merito Recebiveis Imobiliarios FII-Fundo de Investimento,fund,
LEVE3F.SA,LEVE3F,Mahle-Metal Leve S.A.,stock,
FHER3.SA,FHER3,Fertilizantes Heringer S.A.,stock,
TPIS3.SA,TPIS3,TPI - Triunfo Participacoes e Investimentos SA,stock,
AMOB3.SA,AMOB3,Automob Participacoes S.A,stock,
ADBE34.SA,ADBE34,Adobe Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.02 Sh,bdr,
BBDC3F.SA,BBDC3F,Banco Bradesco SA,stock,
ICRI11.SA,ICRI11,Itau Credito Imobiliario IPCA Fundo De Investimento Imobiliario,fund,
SUZB3F.SA,SUZB3F,Suzano S.A.,stock,
ISEN11.SA,ISEN11,Itau Isento Marco 29 Fundo de Investimento em Cotas de Fundos Incentivados de Investimento Financeiro em Infraestr RF RL,fund,
BRAZ11.SA,BRAZ11,BB ETF BRAZ,fund,
PYPL34.SA,PYPL34,"PayPal Holdings, Inc. Shs Unsponsored Brazilian Depository Receipts Repr 0.05 Sh",bdr,
AZZA3F.SA,AZZA3F,Azzas 2154 SA,stock,
ORCL34.SA,ORCL34,Oracle Corp Shs Unsponsored Brazilian Depositary Receipt Repr 0.166666667 Sh,bdr,
CAML3F.SA,CAML3F,Camil Alimentos SA,stock,
SLCE3F.SA,SLCE3F,SLC Agricola S.A.,stock,
WHGR11.SA,WHGR11,WHG Real Estate Fundo de Investimento Imobiliario,fund,
ENGI4.SA,ENGI4,Energisa SA Pfd Shs Non-Voting,stock,
LAND3.SA,LAND3,Terra Santa Propriedades Agricolas SA,stock,
JPMC34.SA,JPMC34,JPMorgan Chase & Co. Shs Unsponsored Brazilian Depository Receipts Repr 0.1 Sh,bdr,
GZIT11.SA,GZIT11,Gazit Malls Fundo De Investimento Imobiliario,fund,
LREN3F.SA,LREN3F,Lojas Renner S.A.,stock,
FATN11.SA,FATN11,BRC Renda Corporativa Fundo de Investimento Imobiliario,fund,
WRLD11.SA,WRLD11,Investo FTSE Global Equities ETF,fund,
HGRE11.SA,HGRE11,Patria Escritorios - Fundo de Investimento Imobi liario - Responsabilidade Limitada,fund,
AUVP11.SA,AUVP11,BTG Pactual Teva Auvp Acoes Fundamentos Fundo De Indice,fund,
CEBR6F.SA,CEBR6F,Companhia Energetica de Brasilia - CEB Pfd B,stock,
P2LT34.SA,P2LT34,Palantir Technologies Inc. Shs -A- Unsponsored Brazilian Depositary Receipt Repr 0.3333 Sh -A-,bdr,
CPTI11.SA,CPTI11,Capitania Infra FIC FI Infra RF CP,fund,
JMBI11.SA,JMBI11,JiveMaua Bossanova Fundo Incentivado de Investimento em Infraestrutura Renda Fixa Responsabilidade Limitada,fund,
BIED3.SA,BIED3,Bioma Educacao SA,stock,
BBOI11.SA,BBOI11,BB ETF Indice Futuro de Boi Gordo B3 Fundo de Indice,fund,
CLIN11.SA,CLIN11,Clave Indices de Precos Fundo de Investimento Imobiliario,fund,
POMO4F.SA,POMO4F,Marcopolo SA Pfd,stock,
TAEE4F.SA,TAEE4F,Transmissora Alianca De Energia Eletrica S.A. Pfd,stock,
SNCI11.SA,SNCI11,Suno Recebiveis Imobiliarios Fundo de Investimento Imobiliario,fund,
MRVE3F.SA,MRVE3F,MRV Engenharia e Participacoes S.A.,stock,
PCAR3F.SA,PCAR3F,Companhia Brasileira de Distribuicao,stock,
EUCA4.SA,EUCA4,Eucatex S.A. Industria E Comercio Non-Cum Perp Pfd Registered Shs,stock,
NTNS11.SA,NTNS11,Investo Teva Tesouro IPCA+ 0 A 4 Anos ETF Fundo de Investimento de Indice,fund,
S2ED34.SA,S2ED34,"SolarEdge Technologies, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.0285714 Sh",bdr,
COGN3F.SA,COGN3F,Cogna Educacao S.A.,stock,
KFOF11.SA,KFOF11,Kinea Fundo Fundos de Investimento Imobiliario -FII,fund,
EQIR11.SA,EQIR11,EQI Recebiveis Imobiliarios Fundo de Investimento Imobiliario,fund,
SYNE3F.SA,SYNE3F,Syn Prop e Tech SA,stock,
AZEV4F.SA,AZEV4F,Azevedo & Travassos SA Pfd,stock,
G2DI33.SA,G2DI33,"G2D Investments, Ltd. Shs Unsponsored Brazilian Depository Receipt Repr 1 Sh",bdr,
BPAC5.SA,BPAC5,Banco BTG Pactual SA Pfd A,stock,
FLRY3F.SA,FLRY3F,Fleury SA,stock,
SPXS11.SA,SPXS11,Fundo de Investimento Imobiliario - SPX SYN Multiestrategia,fund,
SAPR11F.SA,SAPR11F,Companhia de Saneamento do Parana - Sanepar Units Cons of 1 Sh + 4 Pfd Shs,fund,
FIXA11.SA,FIXA11,BB ETF Renda Fixa Pre Indice Futuro de Taxas de Juros S&P/B3 Fundo de Indice,fund,
BMGB4F.SA,BMGB4F,Banco Bmg SA BMG Pfd Registered Shs -144A- Reg S,stock,
CPFE3F.SA,CPFE3F,CPFL Energia S.A.,stock,
ELET3F.SA,ELET3F,Centrais Eletricas Brasileiras SA-Eletrobras,stock,
PTNT4.SA,PTNT4,Pettenati SA Industria Textil Pfd,stock,
BEES3.SA,BEES3,Banestes S.A. - Banco do Estado do Espirito Santo,stock,
XPIE11.SA,XPIE11,XP Infra Fund II Fundo de Investimento em Participacoes Infraestrutura,fund,
QUBT34.SA,QUBT34,Quantum Computing Inc Shs Unsponsored Brazilian Depositary Receipt Repr 1 Sh,bdr,
SNFF11.SA,SNFF11,Suno Fundo de Fundos de Investimento Imobiliario,fund,
ABEV3F.SA,ABEV3F,Ambev SA,stock,
BRKM3F.SA,BRKM3F,Braskem S.A.,stock,
CVCB3F.SA,CVCB3F,CVC Brasil Operadora e Agencia de Viagens SA,stock,
DVER11.SA,DVER11,BB ETF Indice Diversidade B3 Investimento Sustentavel Fundo de Indice,fund,
AGXY3.SA,AGXY3,Agrogalaxy Participacoes SA,stock,
NATU3F.SA,NATU3F,Natura Cosmeticos SA,stock,
VULC3F.SA,VULC3F,Vulcabras SA,stock,
JSCR11.SA,JSCR11,JS Recebiveis Imobiliarios Fundo De Investimento Imobiliario,fund,
CLSC4.SA,CLSC4,Centrais Eletricas de Santa Catarina SA Pfd,stock,
T2DH34.SA,T2DH34,"Teladoc Health, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.033333333 Sh",bdr,
CMIG3F.SA,CMIG3F,Companhia Energetica de Minas Gerais SA,stock,
RBIR11.SA,RBIR11,RB Capital Desenvolvimento Residencial IV Fundo de Investimento Imobiliario - FII,fund,
BRAV3F.SA,BRAV3F,Brava Energia,stock,
ASML34.SA,ASML34,ASML Holding NV ADR Unsponsored Brazilian Depository Receipt Repr 0.018181818 AD,bdr,
ALZC11.SA,ALZC11,Alianza Credito Imobiliario Fundo de Investimento Imobiliario Responsabilidade Limitada,fund,
NUTR3.SA,NUTR3,Nutriplant Industria E Comercio S.A.,stock,
RECM11.SA,RECM11,Rec Multiestrategia Fundo De Investimento Imobiliario - Responsabilidade Limitada,fund,
PATL11.SA,PATL11,Patria Logistica Fundo de Investimento Imobiliario,fund,
DIRR3F.SA,DIRR3F,Direcional Engenharia S.A.,stock,
IMAB11.SA,IMAB11,IT NOW ID ETF IMA-B Fundo De Indice,fund,
TEPP11.SA,TEPP11,Tellus Properties - Fundo de Investimento Imobiliario,fund,
AGRO3F.SA,AGRO3F,BrasilAgro Cia Brasileira de Propriedades Agricolas,stock,
OIBR4.SA,OIBR4,Oi S.A.Non-Cum Perp Pfd Registered Shs,stock,
M2PM34.SA,M2PM34,MP Materials Corp Shs A Unsponsored Brazilian Depositary Receipt Repr 0.2 Sh A,bdr,
GGBR4F.SA,GGBR4F,Gerdau S.A. Pfd,stock,
SNID11.SA,SNID11,Suno Infra Debentures Fundo de Investimento em Cotas de Fundos Incentivados de Investimento em Infraestr Renda Fixa,fund,
RVBI11.SA,RVBI11,VBI Reits Multiestrategia Fundo de Investimento Imobiliario,fund,
BOAC34.SA,BOAC34,Bank of America Corp Shs Unsponsored Brazilian Depository Receipts Repr 0.25 Sh,bdr,
DOTZ3.SA,DOTZ3,Dotz SA,stock,
GOAU4F.SA,GOAU4F,Metalurgica Gerdau SA Pfd,stock,
RENT3F.SA,RENT3F,Localiza Rent A Car SA,stock,
GROP31.SA,GROP31,Brazil Potash Corp Shs Sponsored Brazilian Depositary Receipt Repr 1 Sh,bdr,
IFCM3F.SA,IFCM3F,Infracommerce CXAAS SA,stock,
CURY3F.SA,CURY3F,Cury Construtora e Incorporadora SA,stock,
PULV11.SA,PULV11,Fundo de Investimento Imobiliario RBR Credito Pulverizado Responsabilidade Limitada,fund,
RBRP11.SA,RBRP11,Fundo de Investimento Imobiliario RBR Properties FII,fund,
OULG11.SA,OULG11,Fundo de Investimento Imobiliario Ourinvest Logistica,fund,
URPR11.SA,URPR11,URCA Prime Renda Fundo de Investimento Imobiliario,fund,
RANI3F.SA,RANI3F,Irani Papel e Embalagem SA,stock,
BEEF3F.SA,BEEF3F,Minerva S.A.,stock,
CEBR5.SA,CEBR5,Companhia Energetica de Brasilia - CEB Pfd A,stock,
BRSR6F.SA,BRSR6F,Banco do Estado do Rio Grande do Sul SA Pfd Series B,stock,
CXCI11.SA,CXCI11,Fundo de Investimento Imobiliario Caixa Carteira Imobiliaria,fund,
VPPR11.SA,VPPR11,V2 Prime Properties Fundo de Investimento Imobiliario FII,fund,
AZPL11.SA,AZPL11,AZ Quest Panorama Logistica Fundo De Investimento Imobiliario Renda,fund,
ITUB3F.SA,ITUB3F,Itau Unibanco Holding S.A.,stock,
BRSR3.SA,BRSR3,Banco do Estado do Rio Grande do Sul SA,stock,
XFIX11.SA,XFIX11,Trend ETF IFIX Fundo de Indice,fund,
SANB11F.SA,SANB11F,Banco Santander (Brasil) S.A. Units Cons of 1 Sh + 1 Pfd Sh,fund,
TOPP11.SA,TOPP11,RBR Top Offices Fundo de Investimento Imobiliario Responsabilidade Limitada,fund,
RECT11.SA,RECT11,Fundo de Investimento Imobiliario FII REC Renda Imobiliaria,fund,
BUSR39.SA,BUSR39,iShares Core US REIT ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.166666667 Sh,bdr,
CEBR3F.SA,CEBR3F,Companhia Energetica de Brasilia - CEB,stock,
USTK11.SA,USTK11,Investo ETF MSCI US Technology Fundo de Investimento de Indice Investimento no Exterior,fund,
GTWR11.SA,GTWR11,Fundo Investimento Imobiliario Green Towers,fund,
TELB4.SA,TELB4,Telecomunicacoes Brasileiras SA - TELEBRAS Pref.,stock,
ZAVC11.SA,ZAVC11,Zavit Credito Imobiliario - Fundo De Investimento Imobiliario,fund,
SBSP3F.SA,SBSP3F,Companhia de Saneamento Basico do Estado de Sao Paulo SABESP,stock,
BGWH39.SA,BGWH39,iShares Core Dividend Growth ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.2 Sh,bdr,
IRFM11.SA,IRFM11,IT Now IRFM P2 Fundo De indice,fund,
CSNA3F.SA,CSNA3F,Companhia Siderurgica Nacional,stock,
EQTL3F.SA,EQTL3F,Equatorial S.A.,stock,
NBOV11.SA,NBOV11,NU Ibovespa B3 BR+ Classe de Indice Responsabilidade Limitada,fund,
GRND3F.SA,GRND3F,Grendene S.A.,stock,
SSFO34.SA,SSFO34,"Salesforce, Inc. Shs Unsponsored Brazilian Depositary Receipt Repr 0.04545 Sh",bdr,
BAIQ39.SA,BAIQ39,Global X Artificial Intelligence & Technology ETF Shs Unsponsored Brazilian Depositary Receipt Repr 0.333333333 Sh,bdr,
BTAL11.SA,BTAL11,Fundo de Investimento Imobiliario BTG Pactual Agro Logistica,fund,
ITSA3F.SA,ITSA3F,Itausa SA,stock,
BHIA3F.SA,BHIA3F,Grupo Casas Bahia S.A.,stock,
SPXB11.SA,SPXB11,BTG Pactual S&P 500 Fundo de Indice,fund,
ITRI11.SA,ITRI11,Itau Total Return Fundo De Investimento Imobiliario,fund,
CSUD3.SA,CSUD3,CSU Digital SA,stock,
CARE11.SA,CARE11,Brazilian Graveyard and Death Care Services Fundo de Investimento Imobiliario- FII Cotas,fund,
SADI11.SA,SADI11,Santander Papeis Imobiliarios CDI Fundo de Investimento Imobiliario,fund,
PGCO34.SA,PGCO34,Procter & Gamble Co Shs Unsponsored Brazilian Depository Receipt Repr 0.07143 Sh,bdr,
UNIP3F.SA,UNIP3F,Unipar Carbocloro SA,stock,
BPML11.SA,BPML11,Fundo de Investimento Imobiliario BTG Pactual Shoppings,fund,
LVTC3.SA,LVTC3,Livetech da Bahia Industria e Comercio SA,stock,
ALUP4.SA,ALUP4,Alupar Investimento SA Pfd Shs,stock,
JFEN3.SA,JFEN3,Joao Fortes Engenharia S.A.,stock,
VBBR3F.SA,VBBR3F,Vibra Energia SA,stock,
AMER3F.SA,AMER3F,Americanas SA,stock,
NSDV11.SA,NSDV11,NU Ibov Smart Dividendos Fundo de Indice,fund,
